51.5072759,-0.1276597,London
56.1496278,10.2134046,Aarhus
52.3710089,4.9001115,Amsterdam
51.221038,4.3998188,Antwerpen
50.976,3.199121,Ardooie
59.298920,18.050893,Arsta
40.76,-73.93,Astoria
33.9595974,-83.376678,Athens
-36.8852418,174.7732069,Auckland
30.2674473,-97.7425618,Austin
48.014667,9.498023,Bad Saulgau
59.276944,18.131944,Bagarmossen
44.761722,7.314887,Bagnolo Piemonte
48.745538,9.445252,Baltmannsweiler
41.3856804,2.1702046,Barcelona
47.5429886,7.5969912,Basel
37.871571,-122.2728222,Berkeley
51.987249,4.515815,Bergschenhoek
37.871571,-122.2728222,Berkeley
52.5170397,13.3888548,Berlin
50.866667,5.516667,Bilzen
52.4813679,-1.8980726,Birmingham
53.0758099,8.80717,Bremen
50.822530,-0.137163,Brighton
40.650000,-73.950000,Brooklyn
44.432500,26.103889,Bucharest
47.497912,19.040235,Budapest
51.550920,8.559768,Buren
46.597823,0.353031,Buxerolles
52.205337,0.121817,Cambridge
45.722546,8.841248,Carnago
48.911292,2.178685, Carrieres Sur Seine
37.508039,15.082851,Catania
41.8756208,-87.6243706,Chicago
50.837610,-0.774936,Chichester
47.026859,28.841551,Chishinau
40.203314,-8.410257,Coimbra
50.937531,6.960279,Cologne
55.676097,12.568337,Copenhagen
51.896892,-8.486316,Cork
52.4080477,-1.5113334,Coventry
52.011577,4.357068,Delft
52.070498,4.300700,Den Haag
47.402903,8.398821,Dietikon
25.2683592,55.2963956,Dubai
55.9483399,-3.1932723,Edinburgh
51.428825,-0.547876,Egham
56.833333,60.600000,Ekaterinburg
41.177284,-79.707827,Emlenton
50.984768,11.029880,Erfurt
51.4552058,7.012273,Essen
51.765908,0.667367,Essex
43.1619841,13.7190161,Fermo
50.1432793,8.6805975,Frankfurt am Main
46.198392,6.142296,Geneva
44.40726,8.9338624,Genova
51.054342,3.717424,Gent
55.748351,12.548642,Gentofte
46.169090,9.370383,Gera Lario
51.054342,3.717424,Ghent
57.708870,57.708870,Goteburg
47.070714,15.439504,Graz
53.666667,23.833333,Grodno
53.551085,9.993682,Hamburg
52.3744809,9.7385632,Hannover
50.8842812,5.986167,Heerlen
52.056398,-2.715974,Herfor
52.140954,9.965868,Hildensheim
50.767486,4.474046,Hoeilaart
41.365627,2.115606,Hospitalet de llobregat
44.642723,-64.051780,Hubbards
47.156944,27.590278,Iasi
52.0580055,1.1528082,Ipswich
41.005270,28.976960,Istanbul
48.813055,2.388220,Ivry sur seine
33.209058,131.689420,Jarbo
-26.204103,28.047305,Johanessburg
49.009148,8.379944,Karlsruhe
50.2593174,19.0218414,Katowice
55.712622,21.135219,Klaipeda
51.865534,-0.182981,Knebworth
55.600000,37.033333,Krasnoznamensk
50.853970,3.287000,Kuurne
50.450100,30.523400,Kyiv
43.128777,6.017199,La Garde
50.892765,6.022408,Landgraaf
47.543329,12.100760,Langjampfen
36.145204,-115.1611806,Las Vegas
46.519962,6.633597,Lausanne
51.379831,11.594971,Ledeberg
51.3405087,12.3746816,Leipzig
48.893217,2.287864,Levallois
53.4054719,-2.9805393,Liverpool
46.056451,14.508070,Ljuljana
52.346166,16.877376,Lubon
46.006512,8.952312,Lugano
50.987610,5.195110,Lummen
50.8512438,5.6909768,Maastricht
40.416775,-3.703790,Madrid
49.9999952,8.2710237,Mainz
38.068793,23.805200,Malamo
50.802173,8.766793,Marburg
38.054956,23.807655,Marousi
43.2948059,5.3708155,Marseille
45.465454,9.186516,Milan
45.4666212,9.1906166,Milano
53.900000,27.566667,Minsk
47.279447,12.479262,Mittersill
44.6458441,10.9255625,Modena
-34.233333,140.566667,Monash
44.998353,7.680288,Moncalieri
45.508670,-73.553992,Montreal
55.755826,37.617300,Moscow
51.418568,6.884523,Mulheim
48.135125,11.581981,Munchen
59.310698,18.162716,Nacka
50.467388,4.871985,Namur
48.892423,2.215331,Nanterre
41.747593,-74.086810,New Paltz
40.7305993,-73.9865813,New York
54.978252,-1.617780,Newcastle upon Tyne
52.6285753,1.292222,Norwich
45.986529,14.399999,Notranje Gorice
55.016667,82.933333,Novosibirsk
55.666667,37.266667,Odintsovo
51.216667,2.900000,Oostende
59.913869,10.752245,Oslo
51.752021,-1.257726,Oxford
51.334488,-0.358360,Oxshott
43.1932336,-80.3842807,Paris
44.801485,10.327904,Parma
52.569498,-0.240530,Peterborough
37.385768,14.370671,Piazza Armerina
48.589233,17.834047,Piestany
52.116667,26.100000,Pinsk
40.440625,-79.995886,Pittsburgh
43.417042,24.606685,Pleven
48.713190,9.419726,Plochingen
45.5202247,-122.6741427,Portland
-30.032272,-51.207045,Porto Alegre
52.394189,52.394189,Potsdam
51.724376,-0.834518,Princes Risborough
64.135338,-21.895210,Rekyjavik
41.9071505,12.4841965,Roma
27.773056,-82.640000,St Petersburg
